0; -60; 
0.5; -59.8236; 
1; -59.6602; 
1.5; -59.5084; 
2; -59.367; 
2.5; -59.2352; 
3; -59.1119; 
3.5; -58.9964; 
4; -58.888; 
4.5; -58.786; 
5; -58.69; 
5.5; -58.5995; 
6; -58.5139; 
6.5; -58.433; 
7; -58.3563; 
7.5; -58.2836; 
8; -58.2146; 
8.5; -58.1489; 
9; -58.0864; 
9.5; -58.0269; 
10; -57.9701; 
10.5; -57.9159; 
11; -57.864; 
11.5; -57.8144; 
12; -57.7669; 
12.5; -57.7214; 
13; -57.6777; 
13.5; -57.6357; 
14; -57.5954; 
14.5; -57.5566; 
15; -57.5192; 
15.5; -57.4833; 
16; -57.4486; 
16.5; -57.4151; 
17; -57.3827; 
17.5; -57.3514; 
18; -57.3211; 
18.5; -57.2918; 
19; -57.2634; 
19.5; -57.2358; 
20; -57.2091; 
20.5; -57.1831; 
21; -57.1579; 
21.5; -57.1333; 
22; -57.1093; 
22.5; -57.086; 
23; -57.0633; 
23.5; -57.041; 
24; -57.0194; 
24.5; -56.9981; 
25; -56.9774; 
25.5; -56.957; 
26; -56.9371; 
26.5; -56.9176; 
27; -56.8983; 
27.5; -56.8795; 
28; -56.8609; 
28.5; -56.8426; 
29; -56.8246; 
29.5; -56.8068; 
30; -56.7893; 
30.5; -56.7719; 
31; -56.7547; 
31.5; -56.7377; 
32; -56.7209; 
32.5; -56.7041; 
33; -56.6874; 
33.5; -56.6709; 
34; -56.6544; 
34.5; -56.6379; 
35; -56.6215; 
35.5; -56.605; 
36; -56.5886; 
36.5; -56.5721; 
37; -56.5555; 
37.5; -56.5389; 
38; -56.5221; 
38.5; -56.5052; 
39; -56.4881; 
39.5; -56.4708; 
40; -56.4533; 
40.5; -56.4355; 
41; -56.4175; 
41.5; -56.399; 
42; -56.3802; 
42.5; -56.3609; 
43; -56.3411; 
43.5; -56.3208; 
44; -56.2999; 
44.5; -56.2783; 
45; -56.2558; 
45.5; -56.2325; 
46; -56.2083; 
46.5; -56.1829; 
47; -56.1562; 
47.5; -56.1281; 
48; -56.0984; 
48.5; -56.0669; 
49; -56.0332; 
49.5; -55.997; 
50; -55.9579; 
50.5; -55.9153; 
51; -55.8686; 
51.5; -55.8168; 
52; -55.759; 
52.5; -55.6933; 
53; -55.6177; 
53.5; -55.5289; 
54; -55.4218; 
54.5; -55.2886; 
55; -55.1149; 
55.5; -54.8735; 
56; -54.5047; 
56.5; -55.2051; 
57; -54.9844; 
57.5; -54.7312; 
58; -54.4185; 
58.5; -53.9949; 
59; -54.4106; 
59.5; -53.9879; 
60; -53.4186; 
60.5; -53.5985; 
61; -53.8956; 
61.5; -54.2477; 
62; -53.8474; 
62.5; -53.3853; 
63; -53.8368; 
63.5; -53.6607; 
64; -53.4696; 
64.5; -53.2495; 
65; -52.9785; 
65.5; -52.617; 
66; -52.0822; 
66.5; -53.3419; 
67; -53.2296; 
67.5; -53.0894; 
68; -52.9111; 
68.5; -52.6794; 
69; -52.3692; 
69.5; -51.9371; 
70; -51.2993; 
70.5; -50.2749; 
71; -51.3456; 
71.5; -52.2322; 
72; -52.4473; 
72.5; -51.7915; 
73; -52.2379; 
73.5; -51.6937; 
74; -51.0859; 
74.5; -50.3317; 
75; -50.6052; 
75.5; -49.8395; 
76; -48.8352; 
76.5; -48.6884; 
77; -48.5191; 
77.5; -48.1279; 
78; -48.6707; 
78.5; -48.7984; 
79; -47.7253; 
79.5; -47.1076; 
80; -47.403; 
80.5; -46.6825; 
81; -48.0191; 
81.5; -47.6348; 
82; -47.1252; 
82.5; -46.3376; 
83; -47.8464; 
83.5; -46.622; 
84; -47.5177; 
84.5; -46.5971; 
85; -45.506; 
85.5; -45.089; 
86; -44.7581; 
86.5; -43.3799; 
87; -42.3091; 
87.5; -44.1834; 
88; -42.8003; 
88.5; -42.0355; 
89; -40.7126; 
89.5; -40.0971; 
90; -40.1458; 
90.5; -40.0551; 
91; -40.1978; 
91.5; -39.9199; 
92; -38.945; 
92.5; -37.6658; 
93; -34.8591; 
93.5; -34.2245; 
94; -34.5429; 
94.5; -36.0733; 
95; -37.4594; 
95.5; -37.7352; 
96; -36.8072; 
96.5; -34.2674; 
97; -34.0146; 
97.5; -31.4254; 
98; -33.8169; 
98.5; -31.2405; 
99; -29.1783; 
99.5; -30.6677; 
100; -31.467; 
100.5; -30.7298; 
101; -30.9959; 
101.5; -29.4749; 
102; -29.5913; 
102.5; -29.6008; 
103; -28.1569; 
103.5; -28.6305; 
104; -28.4147; 
104.5; -28.8885; 
105; -31.583; 
105.5; -30.5502; 
106; -29.3189; 
106.5; -29.4947; 
107; -27.1636; 
107.5; -29.0133; 
108; -29.43; 
108.5; -25.6396; 
109; -26.0177; 
109.5; -28.9415; 
110; -25.5732; 
110.5; -24.2224; 
111; -24.2876; 
111.5; -27.2346; 
112; -25.5061; 
112.5; -25.9248; 
113; -25.4005; 
113.5; -23.9897; 
114; -27.0096; 
114.5; -27.5733; 
115; -26.7865; 
115.5; -25.9642; 
116; -26.9006; 
116.5; -26.817; 
117; -23.8464; 
117.5; -23.06; 
118; -20.5647; 
118.5; -24.5452; 
119; -28.5433; 
119.5; -26.6224; 
120; -25.5581; 
120.5; -25.7166; 
121; -25.3721; 
121.5; -26.3518; 
122; -30.5817; 
122.5; -29.3764; 
123; -26.4718; 
123.5; -27.1881; 
124; -29.0025; 
124.5; -27.3308; 
125; -26.0045; 
125.5; -28.2895; 
126; -30.1096; 
126.5; -29.5364; 
127; -30.2663; 
127.5; -30.1516; 
128; -29.9012; 
128.5; -33.7234; 
129; -35.3798; 
129.5; -34.4179; 
130; -35.2564; 
130.5; -33.587; 
131; -36.187; 
131.5; -36.8168; 
132; -38.8527; 
132.5; -40.2937; 
133; -41.0986; 
133.5; -42.3554; 
134; -45.0012; 
134.5; -45.0952; 
135; -46.9124; 
135.5; -48.143; 
136; -48.5598; 
136.5; -48.8193; 
137; -49.1561; 
137.5; -51.4036; 
138; -53.2244; 
138.5; -54.1899; 
139; -55.1803; 
139.5; -56.3851; 
140; -56.7427; 
140.5; -56.7826; 
141; -58.8433; 
141.5; -60.9368; 
142; -61.3799; 
142.5; -61.7795; 
143; -62.0758; 
143.5; -62.1705; 
144; -63.1474; 
144.5; -63.9207; 
145; -63.8469; 
145.5; -65.6648; 
146; -67.0115; 
146.5; -67.4046; 
147; -67.7719; 
147.5; -68.1038; 
148; -68.3905; 
148.5; -68.6199; 
149; -68.7737; 
149.5; -68.8181; 
150; -69.5792; 
150.5; -69.762; 
151; -69.8375; 
151.5; -69.7633; 
152; -70.6441; 
152.5; -70.6194; 
153; -70.5807; 
153.5; -70.5148; 
154; -70.4004; 
154.5; -70.1952; 
155; -70.8958; 
155.5; -70.8304; 
156; -70.7711; 
156.5; -70.7102; 
157; -70.6403; 
157.5; -70.5518; 
158; -70.4305; 
158.5; -70.2492; 
159; -69.948; 
159.5; -70.7679; 
160; -70.6561; 
160.5; -70.5674; 
161; -70.4955; 
161.5; -70.4358; 
162; -70.385; 
162.5; -70.3405; 
163; -70.3001; 
163.5; -70.2623; 
164; -70.2258; 
164.5; -70.1894; 
165; -70.1524; 
165.5; -70.1142; 
166; -70.0741; 
166.5; -70.032; 
167; -69.9875; 
167.5; -69.9406; 
168; -69.8911; 
168.5; -69.8392; 
169; -69.785; 
169.5; -69.7286; 
170; -69.6702; 
170.5; -69.6099; 
171; -69.5479; 
171.5; -69.4845; 
172; -69.4197; 
172.5; -69.3538; 
173; -69.2869; 
173.5; -69.2191; 
174; -69.1506; 
174.5; -69.0816; 
175; -69.012; 
175.5; -68.942; 
176; -68.8717; 
176.5; -68.8012; 
177; -68.7305; 
177.5; -68.6596; 
178; -68.5888; 
178.5; -68.5179; 
179; -68.447; 
179.5; -68.3761; 
180; -68.3054; 
180.5; -68.2348; 
181; -68.1644; 
181.5; -68.0941; 
182; -68.024; 
182.5; -67.9542; 
183; -67.8845; 
183.5; -67.8151; 
184; -67.746; 
184.5; -67.6771; 
185; -67.6085; 
185.5; -67.5402; 
186; -67.4722; 
186.5; -67.4045; 
187; -67.3371; 
187.5; -67.27; 
188; -67.2032; 
188.5; -67.1368; 
189; -67.0706; 
189.5; -67.0048; 
190; -66.9393; 
190.5; -66.8741; 
191; -66.8093; 
191.5; -66.7448; 
192; -66.6807; 
192.5; -66.6168; 
193; -66.5533; 
193.5; -66.4902; 
194; -66.4274; 
194.5; -66.3648; 
195; -66.3027; 
195.5; -66.2409; 
196; -66.1794; 
196.5; -66.1182; 
197; -66.0574; 
197.5; -65.9969; 
